user_id,city,rating,date,comment
赫塔费发挥嘉宾,广东深圳,力荐,2019-06-28,马亲王原著粉！真是太喜欢雷佳音了，是那种很不羁的感觉，本来以为会和原著对比有违和感，但是我觉得超级带感啊，看不够！
二氧化叹息,,较差,2019-07-20,天呐，一泻千里
言儒语,,推荐,2019-06-27,开头就让人感觉到了物服道化，造景取景，都是有极好的还原配合着色调有制作精良之感，男主是与众不同的，他行动力强，有智慧，冷酷不择手段却心系苍生，而男配智慧与权利，年轻，主配之间形成了一种隐形而鲜明的对比，从开篇铺垫来看，是一部相得益彰，值得继续看的剧。
👌,北京,较差,2019-07-19,画面确实很像电影，但是看不下去啊！！！评分为啥这么高
美宣,,较差,2019-06-28,两分冲着雷佳音演技打的 其他的一言难尽
荒原光光,"Kābol, Afghanistan",力荐,2019-06-27,淑芬表示真的太满意了，是我要的怎么都死不了的男神张小敬，是我要的大唐盛世长安一百零八坊！色调太棒了，服化也很棒，情节紧凑，真烧脑啊，错过一秒感觉就容易错失剧情。
？,上海,很差,2019-06-28,真的挺乱的，没有追下去的感觉了
民事执行处,,力荐,2019-06-27,"易烊千玺台词口条好他妈棒啊啊啊啊啊啊啊啊
这服道化简直是电影级别了！！！！"
百里即墨殇,北京,推荐,2019-06-27,电影质感，剧本的台词算考究了，服装道具色调布景都可，第一集提审雷佳音四字弟弟长串台词发挥出色，情节暂时是按书在逐渐铺开了，继续观望
钱浅,江苏无锡,很差,2019-07-20,事实证明对一部剧评分，要看完了再来。
已注销,湖北武汉,很差,2019-06-28,演技也太烂了吧…………
yinan,北京,很差,2019-07-04,看得我直恶心
zts,"乐清, 温州",推荐,2019-06-27,盛唐文化大放异彩的热血悬疑剧，游刃有余的长镜头调度尽展盛唐皇城恢弘气象，多线并进的叙事手法徐徐拉开一场神秘阴谋的序幕，望楼鼓点声中全城戒备，佳节花灯影下杀机四伏，盛世长安的繁华和凋敝在同一幅画卷上展开。可以说，《长安十二时辰》为古装国产剧如何呈现写实风格的古典质感，与怎样兼顾艺术水准和文化内涵做了出了优秀的表率。
罂粟,American Samoa,推荐,2019-06-27,刚看两集，总体观感不错，道具制作精良，布景用心，整体电影即视感，尤爱雷佳音的张小敬，隔着屏幕都能感受到那股子戾气匪气，唯一的不足是演员的形象气质，李必和曹破延这两个内涵丰富的角色都没有演绎出原著丰满的感觉，配音是头号杀手。
肉嘟嘟,北京,力荐,2019-06-28,看了几集，对原著的还原度还是很高的，剧情节奏也不错不拖沓。易烊千玺的原音台词听着太棒了演技也及格！不过雷佳音有点颠覆以往的有点逗比的形象，很有爆发力！继续追！
已注销,江苏南京,较差,2019-06-28,服化道很好，节奏把握的不错，但四字弟弟台词真的不太行，看不下去...
森雷滴伐,上海,推荐,2019-06-27,看了开头，质感真心不错啊，画面长镜头的运用，整个片子的色彩都非常赞。希望演员的表演同样出色，目前看来挺棒的
追光者,,力荐,2019-06-29,《长安十二时辰》这部剧真的是难得一遇的好剧，制作精良，演员的演技更是爆表，最让我惊喜的就是台词用的是原声，这一块真的非常加分！易烊千玺这小孩儿真的牛逼了，那么多那么长的台词，他的那个角色真的不是一般的小鲜肉能演的了的！看网上说，拍这部戏时，弟弟好像才十七岁，我的妈呀，十七岁，我那会好像在读高中！而人家弟弟已经演了这么一部牛逼的大剧，佩服佩服！真的良心推荐这部剧！如果国产剧的制作都能像这部剧看齐的话，国产剧的水平绝对会上一个新台阶！
名井南,"London, United Kingdom",力荐,2019-06-27,看了两集太好看了 好紧张的节奏 雷佳音演技好棒啊 易烊千玺竟然也很好还用了原声 这个剧的色调和镜头运感都好棒
理想蔚藍,上海,力荐,2019-06-28,精致！长安反恐24小时！
嘴巴嘟嘟,四川成都,力荐,2019-06-27,终于来了，看了第一集，先马一下，质感真的超级赞，主演演技都很好，原音好评
逆骨,,力荐,2019-06-27,台词、布景、细节、服化、收音、原声，包括原本担心的节奏都跟上了，大头和四字演技都在线，客观说四字台词还需打磨，但不妨碍这部剧好看呀。
聿的记忆是几秒,甘肃兰州,很差,2019-06-29,尴尬死了，整个一个面瘫，台词跟背诵课文一样。
kdka,,很差,2019-07-19,朋友打开电视，说最近媒体宣传的高质量剧。于是顺眼看了一集。很做作的装逼感。不自然。完全没有营销吹的那样好。雷佳音男主还行，但那个男二小鲜肉难看不说，还很阴森森的样子，当人看这不舒服。
烧焦的鱼,"Nairobi, Kenya",力荐,2019-06-27,很有质感的国产电视剧  制作很惊喜 演员台词和表情都很到位 看过原著  期待后面的剧情
腿麻了,,较差,2019-06-27,马亲王真的惨，第三次毁在导演身上了。曹盾能不能去拍风物片我求求他了！
Catherine,,还行,2019-06-28,四字太照骗了
Chestnut.,浙江宁波,力荐,2019-06-28,服化道美呆，长安众生相拍的太好了！！！吹爆大头演技！四字竟然表现的还8错。
不吃香菜,,较差,2019-06-28,不可。。。易烊千玺让我有点失望
Iris_Z,,还行,2019-06-27,和天盛长歌一个毛病，不能说他不好，拍得很考究，讲话也文绉绉，就是没有看下去的动力，矫枉过正，若是电影，还能耐着性子看一个半小时，可是电视剧就显得又臭又长，看得只想睡觉
Zoid,天津,很差,2019-07-06,吹过头了
🌈東林Doning,广西南宁,推荐,2019-06-27,长安:我最喜欢的古都。希望能满足我对长安的瑰丽想象
阿里嘎嘎,,力荐,2019-06-29,本来想打四星，被恶意评一星的人恶心到，这部剧有点审美的人冲着服装道具都不止一星，粉圈争斗真的恶心 🤢一星给长安服装道具一星给大段的一镜到底一星给韩童声老师一星给剧组现场收音，还有一星就是给那些恶意评分的垃圾
海绵包子,山东淄博,很差,2019-06-28,某人演技尴尬
时光Serene,北京,力荐,2019-06-27,"好看ヽ(ﾟ∀ﾟ)ﾉ
虚宾痴迷以大案牍术推演真相，为接近卷宗案牍，他宁终身只做八品主事。
炽盛大出，霍然而落。大荒落
大唐的长远，有我。"
木雅,北京,力荐,2019-06-28,各方面都不错，几集单拎出来也比市面上90%的电影好
真有钱百货公司,四川成都,较差,2019-06-28,最近的剧是真的不太行
欢乐分裂,上海,还行,2019-06-29,还是过誉了，开篇的盛唐气象和长镜穿梭很有感觉，服化道之讲究自不赘言。但作为电视剧核心的剧本，在节奏铺排上仍存有相当纰漏——将十二时辰的物理时间长度填满25集的长度，势必要穿插无数人和事（包括闪回），于是叙事点和各事件的剪接变得非常重要，而至中段看来，旁枝逸出的细节虽有利于完成破案拼图，究其自身不少细节是拖沓的，因此整体有不畅之处，作为悬疑权斗剧来说，摊子铺得过大的话，一来拖节奏后腿，二则也不容易收场自圆其说。选角倒是意外契合，四字表现不错，雷佳音虽可爱但角色同质化太雷同了吧。
小萝卜头·糖泥,河南郑州,较差,2019-06-27,选角差评，姚汝能差评。
王铁柱,浙江杭州,很差,2019-06-28,对女性观众太不友好了 看了半集快睡着了。。
褪色编辑部,北京,很差,2019-06-28,一个需要在粉丝口中需要看完原著才能看的懂的电视剧就尴尬到极点了。不管服化道，摄影如何，当然在我看来也不怎么样，讲清楚一个极强悬疑性让人血脉喷张的故事才是核心吧。不好意思，这个剧让我毫无兴趣。
蛋,,很差,2019-07-19,0分，某玺败笔
春色撩人。,天津,力荐,2019-06-27,电影质感真的是太棒了！大爱这部剧的美工啊啊啊！期待后续！
Aummy,,较差,2019-07-19,毁我原著滚
🐰Chloe,江苏扬州,力荐,2019-06-29,国内很少有剧能让我看下来，大部分在一二集就弃了。但是长安十二时辰，追完了已更新的12集。我只能用震撼一词来表达我的感受。服化道考究，演员演技在线，演员全体原音（就这一点就能让我👍），长安十二时辰让我对国内的古装剧有了一个很大的改观。
真是太开心了,重庆,很差,2019-07-17,好吧，实在看不下去……
零,,很差,2019-07-24,yyqx真的丑
咕嘟咕嘟喝多了,Antarctica,力荐,2019-06-27,"熙攘繁盛，光耀万年，再也没有比长安城更伟大的城市了！道具，服化，光影，背景就是电影的质感！
张小敬和李必的选角太符合了，千玺第一次主演的电视剧台词居然这么好！很意外！"
farewell,,力荐,2019-09-15,"听人说播了也蛮意外的，看了一些，感觉画面质感蛮好，很久没看剧了，看到这么美的历史场景，突然有点感动233333，感觉应该是良心剧组。
先看着，后期会再点评。"
连理,河南鹤壁,很差,2019-06-29,……易烊千玺很帅，声音好听，都没错，然而……剧里面瘫脸，台词生硬，吹的那么狠真的好吗
ff,重庆,很差,2019-07-01,看不下去，网上各种营销吹好，但真看不出，还有那个四个字韵小伙形象差，演技差，无法吸引我往下看。
专业影评人Eric,上海,较差,2019-06-28,冲着原著来的，画面，摄影，音乐都做到了极致，雷佳音是一个亮点。易烊千玺真的没让我失望，用他那张木头脸完美诠释了小学生的演技，佩服他，一个人毁了一部电视剧
三岁,北京,推荐,2019-06-27,看了一丢丢感觉很不错啊，有追下去的欲望，期待四字弟弟的表演，希望看到前夫哥不会自觉笑出来。
西园寺边吃芒果,,力荐,2019-09-15,很惊喜，国产古装终于不是只谈谈恋爱。服化镜头都很绝美，大头和四字也很惊喜
特立独行的猪,河南郑州,很差,2019-07-22,你们不仁，别怪我不义咯～
闲人,上海,较差,2019-06-27,原著就BUG无数，改编难度极其大，果然不负我的期待，剧情崩塌。想想也正常，这个原著除非给到黄珂王倦这个级别的编剧，谁又能改好呢。
水光潋滟晴方好,广东江门,很差,2019-07-18,电视剧本身没毛病，我是给中间夹杂的金融贷款广告打一星的。良心剧你的良心呢
豆友迷糊,,很差,2019-06-28,感觉剧情一般、剪辑乱…………
大饼,江苏苏州,很差,2019-07-19,面瘫演面瘫 么
比艾洛,广东广州,很差,2019-07-20,这是十二时辰还是十二个月啊，拖沓注水，果然还是不能抱太高期望，跟中国足球一个德行
尘世书童,北京,推荐,2019-06-28,一口气刷了四集，剧组做了大唐长安城108坊模型，布景、道具都很用心，电影质感，良心剧无疑了。缺点是开头第一集没做好，不如原著小说紧张抓人，开头应该先攻仓库抓曹破延，发现毁灭长安大阴谋，然后靖安司临危出奇招，请出张小敬。现在的开头交代、回忆过多，有点慢也有点乱，怕是许多人要第一集弃剧了。。。
zoe20129,北京,较差,2019-06-28,真的不如书，被甩八百条街，莫名其妙加的这些人物都是什么金主爸爸安进来的吗，编剧脑壳是不是不太好，节奏稀碎，完全没有读书时喘不了气挪不了眼的感觉，官斗线太弱了，把人物一起崩坏了。一上来让李沁自己说静安司多牛逼是认真的吗，人物形象不是高冷神童吗？ps葛老的配音是甄嬛传陈建斌的吧，还有有鱼肠是gay吧
长夏,四川成都,很差,2019-07-02,恕我直言，可真难看
人来人往,北京,力荐,2019-06-27,电影质感
HarperYug,"Manchester, United Kingdom",推荐,2019-06-27,被催着一起看的，没等来《少年的你》 ，倒是给了这部剧也算是一个“安慰”了吧。开局开的还算不错，色调及镜头感很有味道，营造的紧张感也摆脱了同类的古装无脑剧，值得继续看下去~
凡凡,,力荐,2019-06-29,很棒了，曹盾好用心，剧组太有钱了，基本还原了长安，还有这是讨论剧吧，节奏挺快的，好想知道下面的发展，在评论区开骂四字丑是怎么回事呢，四字弟弟的黑好不要脸啊
lkjasdas,"Ōsaka, Japan",很差,2019-06-29,极烂的台词 背课文都没这恶心
爸爸,,很差,2019-07-19,场景很美，故事讲的一塌糊涂
Rachel🍀,"Kābol, Afghanistan",力荐,2019-09-15,满星，2019年数一数二的良心剧，多线并行剧情跌宕起伏各种伏笔小细节，每个人物都有自己的故事，都有自己关于长安的爱恨情仇，大唐盛世，是千千万万大唐人的盛世
Ming's studio,浙江杭州,推荐,2019-06-27,摄影非常可以，剧情还在看。
豆友188634701,重庆,很差,2019-06-28,四字的演技确实不咋样！
奶味雾霭,,力荐,2019-06-27,服化道具色调台词都好，终于等到了。千玺弟弟台词很好微表情也不错，“我要做宰相”惊艳我，雷佳音卖了小乙我哭死，瞳儿和秦郎的部分甚至生出慨叹，葛老的配音是不是陈建斌老师？崔器一直不可一世的表情好欠打。
燮燮,"Kābol, Afghanistan",力荐,2019-06-28,吃了朋友的安利一下子追了八集，看得好爽！琅琊榜以后没有这么精良的古装电视剧了，布景道具，各种细节和镜头感，是我喜欢的质感。我常看雷佳音的现代剧，基本都是文戏，第一次看老师的古装，打戏，说一句戏骨也没有多夸张，四字小孩儿也让我刮目相看，搭配相宜。追定了，好想全部追完。
这个小伙,北京,较差,2019-06-28,？？？？？？牛逼
野武北,"Kābol, Afghanistan",很差,2019-07-23,逻辑不通，细节不明
菠萝包,,很差,2019-07-02,含混不清的台词，四溅的口水。张小敬还不错，导演挺适合拍风景纪录片
饮料是恶魔,,很差,2019-07-23,不知道怎么回事，看着想吐
我也很想快乐,,较差,2019-07-19,导演能不能先把故事讲好
猫猫,,力荐,2019-09-15,三天时间看完了，虽然留下了很多悬念和遗憾，这是我的2019年最佳电视剧，
ewar0330,上海,较差,2019-06-29,吹得一塌糊涂，易烊千玺的台词怎么会这么差，齿音太重了，高中生念课文也不会念成这样啊
已注销,北京,很差,2019-06-29,耐着性子看到了第二集粉丝狂夸的“我要做宰相”的部分，本来激烈的台词是技能加分点，也就是很容易吹演技好台词佳的地方，可惜演员实在太丑，想走捷径吹演技，整个用力过猛丑相横生，没必要真的没必要
留靈脩兮憺忘歸,吉林长春,较差,2019-06-28,也别吹唐风，都认霓虹当妈了。
鼓墨一,江西宜春,力荐,2019-07-19,终于觉得要打分了！我今年看得最最认真的一部剧，并因此喜欢上了群像剧。剧中曹破延、崔器、丁瞳儿、小乙、安柱国这些小人物都拥有了自己完整的生命，反派和正派没有明显的划分，每个人都藏有人性的不堪，同样也有闪光点。从姚汝能、李必、何孚身上我都看到了自己的影子，不脸谱化，贴近现实，让人共鸣。还有剧中右相和太子的党争能让人学会很多关于职场的东西，阴谋阳谋！再加上反恐和悬疑元素，我真的大呼神了！编剧还会搞些有趣的梗和黑色幽默，看起来又爽又上瘾！非常棒！
imkafig,,很差,2019-07-04,天盛长歌2.0
消遣,上海,力荐,2019-06-30,评论打一星的是？？？？？我觉得这部剧不管从画质，妆容等质感也太强了吧！没滤镜好喜欢。反正我很喜欢，说看不懂的那些能不能多看书补点知识呢😄
外卖杀手,北京,较差,2019-07-19,23集是什么鬼？？？弃了
池鱼捞月,江西南昌,很差,2019-07-24,trash. 这种水平的作品真的只能糊弄糊弄那些没见过好东西的小孩子，就是可怜编剧团队了，心血被导演这般糟蹋，最后还没有个人署名，只剩一个爪子工作室。
经巷,,力荐,2019-06-29,剧的质感太好了！一集仿佛一个大片 看着很舒服 千玺的演技还不错 17岁演到这个程度我觉得可以了 略显青涩但不违和 雷佳音的演技就不用说了 老演员～其他角色也很好
清晨物语,,力荐,2019-06-29,这样的剧不给五星天理难容！剧情细节服化道演技赞，最重要的是还原了盛唐时期的景象
sana,Togo,较差,2019-06-28,看粉丝吹上天了特地去看一看，结果我觉得就是个中规中矩的水平毫无惊喜。。
一颗无花果,"Al-Qāhirah, Egypt",力荐,2019-06-27,真的太激动了，期待了好久的长安啊。片头就很精致，剧情紧凑也不影响故事情节，大头哥、坏人哥演的真好，千玺的台词也让人惊讶，毕竟是上大学之前拍的，太惊喜了。舍不得一下子看完。不过真的是今年最值得期待的好剧！
教授和Mars,"Toronto, Canada",力荐,2019-06-29,四字弟弟没有拖其他人，还不错，高于预期
今天也要加油鸭,上海,较差,2019-06-28,易烊千玺演技真的被周一围雷佳音吊打了，而且古装有一点点丑……dd还需要再努力一下，感觉看不下去
森林的男人,四川成都,较差,2019-06-28,先说演技，弹幕满屏都在吹爆四字弟弟的演技，我真的是尴尬。台词和背书一样，毫无一点生气，枯槁得像一湖死水。除了偶尔皱眉，全程无丝毫面部表情，可以和杨天使的瞪眼出一部书了。  剧情方面，看完第一集真的是尬到天了，李必让雷大头不要想逃，逃哪里都可以传递情报从而监控他。可是这样厉害的天眼系统，却连一个逃跑的狼卫找不到？再后面莫名其妙老师出来就说大唐要完了？黑人问号脸？老师不怕谣言死罪吗？总的说，第一集给人感觉就是在故弄玄虚，导演功力不足，总是在蹩脚地营造神秘悬疑，一堆无意义的人物眼神的近景特写，丧失悬疑剧的灵魂。
自在,重庆,很差,2019-07-19,难看，吹得凶
有风自南,陕西西安,力荐,2019-06-28,不避讳的说易烊千玺是所有当红小鲜肉中对自我要求最严格最有职业操守的，综艺如这就是街舞；电影如少年的你；电视剧如长安二十四时辰足以证明。
劲大没文化,陕西西安,推荐,2019-06-28,很多年都没追剧了，本是闲来无事冲着老腊肉去的，没想到小鲜肉也没让失望，蛮有意思！
白桃乌龙茶,上海,力荐,2019-06-27,质感我真的爱了  台词就是像文言文一样   太有古代的感觉了
凉花白,,力荐,2019-06-28,每一帧，我都想截图，太烧钱了，太烧钱了。大头突破了以往现代剧的人物框，很惊艳。四字也比想象的要好。看评论很多人说演技太过稚嫩，原著党表示李泌本就是少年初担大任，各方压力都是他从未承受过的，易烊千玺把少年人思虑过甚的形象诠释得非常好，看好他以后的演艺发展。貌似大家总是对他要求太高？？？
古风晕,河南郑州,还行,2019-07-04,影视剧里看易烊千玺真的是格外丑 🌝
伊呀雪一,江苏南京,力荐,2019-06-29,不得不说，长安十二时辰没有让我失望，之前看预告就对这部剧挺期待的，这是我为数不多的没有快进的剧啊！！可见剧情真的很紧凑。镜头我爱了，一点都不零碎，好多长镜头看着贼爽了，电影质感的网剧，只有25集，这是为数不多的这样紧凑不拖沓的剧了，看过很多古装剧清宫剧，说实在的，太长的剧集后面总会出现节奏没把握好的问题，这个很有美剧的那种节奏。不管是主演还是配角，都还不错啊，雷佳音不用说了，演技派，张小敬演绎的很棒，四字把李必的清贵之气演的很到位，大段冗长拗口的台词也驾驭的可以，没有减分，作为第一部大男主戏很不错了。服装，道具妆发来看，真的特别还原历史，用心制作，五星必须的！国产就要这么搞
amber,,力荐,2019-06-27,先去追了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
芦哲峰,辽宁沈阳,还行,2019-07-01,萧规和徐宾，有勇有谋有胆识，敢想敢干敢赴死，都是人才。至于张小敬，就是个傻子，剧里面一口一个长安，一口一个大唐，听得人直想吐。这就好比北京某基层公安局的刑警队队长，一说话就是“北京”如何如何，“中国”怎样怎样，假不假？烦不烦？
景,黑龙江哈尔滨,力荐,2019-06-29,等这个剧好久了 昨天也终于忙里偷闲看了四集 因为不是会员只能看四集 但是我想说这部剧值得我开会员追 雷佳音演技没得挑 至于周一围第四集他还没出现😂 最后四字 我很惊艳 当红流量里有演技且可以静下心来认真琢磨演技的真的不多 但四字他有这个决心 希望弟弟越来越好 期待弟弟的下一部作品 还有热依扎小姐姐人漂亮演技也漂亮
hymn,山东青岛,很差,2019-07-31,易烊千玺丑死了，长了一张偏执狂的脸，适合演陀枪师姐里变态色魔翁文成的朋友阿安
李友尼姬,广东广州,力荐,2019-09-15,比想象中还要有意思
爱吃番茄酱,,力荐,2019-06-27,画质超好的！！！！
城市公路,广东珠海,很差,2019-07-21,弃剧了
祁酱,,较差,2019-06-28,这只有我一个人觉得拍的不好吗？老实说，有些人真的不适合拍戏，好好地唱唱歌不好吗
夏日rose,江苏苏州,很差,2019-06-29,剧情还可以，但是某些演员太败好感了。本来就是被营销带进来的，但是和营销差太远，彻底不想看了
天文馆,四川成都,力荐,2019-06-27,质感特别棒，一看就是用了心的，就是有点烧脑
C&you,,很差,2019-06-28,不是很喜欢，场景还不错吧，没有想象中那么吸引人
LoophyMa,,很差,2019-06-28,紧张感完全靠音效和对话。。。可以说完全没紧张感，还有那个反派，总板着个脸是怕别人不知道这人有问题哦
国产电影,北京,较差,2019-07-23,用一句辽宁话来形容：看得脑仁疼
长腿叔叔,上海,力荐,2019-06-29,真的好看，内容特别喜欢，演员演技也在线，很好看，服化道、配乐、摄影、打光、整片电影质感都绝了，开头的一镜到底真是盛世长安啊！剧组在细节上的处理非常用心，李必头上道家芙蓉冠子午簪的特色插法，棺材铺里摆放唐三彩等。主演方面彼时还未系统学习表演的易烊千玺演技竟也不输，李必仙风道骨运筹帷幄心怀苍生，雷佳音不羁野性十分带劲，此剧着实良心
群山,"Belém, Brazil",力荐,2019-06-29,五星不是完美，而是力荐。看了前面几集，很好，赤子之心向来最为动人。
你的微笑牵动我,内蒙古乌海,很差,2019-07-17,就那样吧！期待过高了
42466304,,力荐,2019-06-29,看到前面一位专业评价后，本想给五星的，就犹豫了。商业片，投入和产出是个难题，跟做生意一样，没有满分的生意，但有些努力值得给满分，拍摄手法，后期处理都很用心，服装道具，群演数量，配角没有不在线的，很舍得花钱，至少给95分，希望片子大卖，希望更好
常程,,很差,2019-06-28,一个类型化作品拍成这样？？？？有毛病吧！原著强情节快节奏，现在除了华而不实的摄影还有啥？？？？一分都给多了
alice,"Melbourne, Australia",较差,2019-06-28,易烊千玺的台词太烂了，大败笔，面无表情地背台词，没人教教他怎么演戏嘛。又耐着性子多看了几集，发现剧情节奏也好烂，乱七八糟，东一脚西一脚，人物逻辑不连贯。这评分虚高了。
宋闪电,,力荐,2019-07-19,演员演技全在线，四字弟弟表现超乎预期，服化道精致讲究，爱上周一围。
暴力水蜜桃,"Vancouver, Canada",很差,2019-07-19,演技和台词劝退我了 而且造型也有点一言难尽
四道风,河北邯郸,力荐,2019-06-28,果然没让我白等这么久，国产年度最佳。
Durrell,四川成都,很差,2019-07-19,女子妆容是什么鬼？？？？？
SuperLightman,天津,力荐,2019-06-29,很早就看过原著了，期待了很久剧版，终于来了。最大的失望是剧中但凡历史人物的名字全都改了，其实这在原著里是一个很大惊喜点，随着剧情，一个个耳熟能详的历史人物像彩蛋一样浮出水面；最大的欣慰是主创们在这样的大环境下依旧坚持拿出诚意之作，这剧拖了很久才上，想必经历了多次修改，该打码的打码，该删减的删减，总算过了censorship。想一想我要是搞电影的，早就自暴自弃了，但感谢还有这些电影工作者的坚持。五星，全给你们，真不容易！
邦比快跑,北京,较差,2019-07-06,我信了你的邪！
ness002,上海,很差,2019-07-26,四字好丑
seez_franco,江苏无锡,力荐,2019-09-15,每一个演员都似乎是为其在剧中的角色而生的，完美cast
太冷了,四川成都,力荐,2019-07-19,过半了才敢来评论，故事很吸引，在浩浩宇宙，漫漫长河里哪有绝对的主角，熙熙攘攘，人来人往，每个人都有自己的故事，很喜欢这种把群像也拍出很有感觉的东西，这才是现实中该有的样子。本来是是给四星的，但看到好多一星的评论很可笑，对一部剧的评断既然可以如此的滑稽，一部剧的成品背后是多少人的付出，既然可以如此随意糟蹋那么多人的心意，唉。
Eloiseven,湖南长沙,力荐,2019-07-19,剧播到一半了，真的越看越精彩，感觉就像高中语文老师谈起红楼梦那样，好的作品值得细细品味，每一次阅读都有不一样的味道，长安亦是如此，电视剧里伏笔很多，细节出彩，看得到导演跟编剧的用心，主演几乎没有太多的光环，每个人物刻画的都很真实细腻，而且角色不是扁平化单薄的而是很饱满，没有完完全全的坏人，好人也是。长安城里的每个人都各怀心思，种种刻画人物的细节都站得住脚，节奏正好，类似于国外的群像剧，一集讲半个小时，多条线并行真的一点不慢了，每次看完一集都有点意犹未尽的赶脚，剧真的很良心，是部可以引人深思的好剧。看到好多毫无由头的一星差评，真的替国剧感到悲哀，快餐化的时代下剧组人员能静下心来打磨，服装道具甚至灯光都有追求，心疼他们的付出，至少在态度上也不止一星，剧情引人入胜再加上一众演员精彩的对戏，五星给了
脸脸,江西南昌,力荐,2019-09-15,"太有质感了，电影的感觉，千玺第二集和雷佳音的对手戏真心不错 ，弟弟台词还可以，可是最近要考试，暂时先看了两集，等我放假立马追起来๑•́₃•̀๑伐开心


国产好剧，你值得拥有！"
最精神的病人,浙江宁波,力荐,2019-07-19,画质真的太棒了 如果不是资金有限 完全可以拍大片啊 剧组的光影打的特别好 很有质感 千玺角色我至少没有违和感 气质很好 有些仙风道骨的感觉 可能会和周围人有些格格不入
是阿短呀,云南玉溪,力荐,2019-07-19,很久没有一部剧能让我这样认真的看下去了。先说服装道具场景吧，真正的让我看到了大唐盛世，里面的道具看了很多科普文都是现在在博物馆还可以找到原型的，制作组非常用心了，还原了大唐的一天。再说妆发吧，路边的女人，地下城的女人，张小敬的伤疤，檀琪的妆容都做得特别好。最后说演员，因为是一天之内发生的事，所以演员的形态状态不可以有太大的变化，但听说这个剧拍了差不多一年，对于演员来说保持统一状态很难得。雷佳音有些出乎我的意料，没有想到身手那么敏捷，很多打戏都拳拳到肉让人感觉非常过瘾。再说易烊千玺，李必少年老成，但无权无势，修道。所以演出来感觉面部表情不多，走路有些仙，后面几场爆发的戏演的很好，该有的傲骨，该有的绝望，都有，出乎意料，没有被其他的老戏骨压掉。我心中的李必就该是这个样子。
红泪垂百事非,,力荐,2019-07-20,易烊千玺难得的hold住了，作为四字弟弟第一部影视作品，这个成绩单交的相当漂亮。
Lemon,,力荐,2019-07-19,"剧情进展到一半了
镜头真的太好看了
曹盾导演不愧摄影出身"
已注销,北京,力荐,2019-07-19,就冲着对长安的还原也要给五星，诚意十足的一部古装剧。很多场景都美得像幅画一样，完全呈现出了盛唐的样子！一口气追平所有更新，节奏紧凑宛如美剧。
掠过银河,北京,很差,2019-07-06,华丽罩袍下的一坨
已注销,中国香港,力荐,2019-07-19,良心剧。不多见。看到好些场景像极了京都。唐风还是要去京都啊。
不微凉,河南郑州,力荐,2019-09-15,画面，服化，节奏，都是top的水准
文刀钝砍,,力荐,2019-06-29,"真的是一部良心好剧，明明是电视剧却时刻有看电影的错觉，质感真的不错，剧情也很好，雷佳音周一围演技真好，千玺弟弟在一众实力派之中也有自己的亮点，未来可期。
我真的好喜欢半文言的说话方式，觉得很有韵味，一股历史感扑面而来，还有剧中的小细节我真的好惊喜！"
蔡广坤,浙江温州,力荐,2019-07-19,已经看到第26集才发现自己没有写评论，越看越喜欢！曹盾真的很厉害，不希望他被污名化，好多台词值得我读上四五遍，好作品就是这样，会在人的心里留下很多东西，台词背后的深意和内核还需要观众细细品味才是，但是想想，什么样的作品就会吸引什么样的人，只能说我在艺术追求上是和曹盾导演志同道合的人的。想要燃想要紧张是很容易的，只要用上那些套路就行。但是直击人心灵的，还是思想。一开始有些不习惯改编，但后来才明白了编剧的深意。很多人评判一部作品通常通过自己的心跳指数来判断。但是心跳是暂时的。那些在我嘴边细细品味的，不断回想的，几句短短的台词，才最戳我的心。第一次看一部电视剧像读一本书，值得我反复去品味。期待曹盾未来的作品！
__Imp,"Melbourne, Australia",较差,2019-07-19,人物没有灵魂，自相矛盾。弃了。多一分给服化道。
吃个大汉堡,,力荐,2019-09-15,太良心了！！！景美造型太别出心裁了，大头赞，四字也不错！！！
null,安徽合肥,很差,2019-07-19,追求形式主义的完美体现，讲故事的功力跟海上牧云记还有将夜一个德行，令人作呕。
不作圣解,上海,很差,2019-07-04,这玩意儿有8.6分真的是侮辱我的智商，除了服化道一无所有的烂剧……
珊姐V5,辽宁沈阳,力荐,2019-07-19,这个是真的好 服装道具场景都非常用心 演员都是戏骨 就没一个跳戏的 剧情紧凑   画面也美 之前觉着24个小时怎么能拍出来40多集 看了之后只觉得精彩 重在细节刻画 逻辑也没毛病 本对TFboy无感 但易烊千玺这几年不管是综艺 还是电影电视剧 在选择上便能看出来其对自己未来的要求及规划 平时挺严肃不说话 但出的都是高质量作品 雷佳音也不错 之前对他也没什么关注 看了觉得演技炸裂呀 还是我们辽宁鞍山人 支持支持~ 没看的赶紧看吧~
昭,四川成都,很差,2019-07-05,服化道满分，流量负分
bbqqsmvo,,力荐,2019-07-19,说是国内难得一见的国产剧有点太夸了，但确实是一部很用心的剧，服化道很好剧情也很精彩，四字弟弟的演技过关了👍
宇宙船长,湖南长沙,力荐,2019-06-28,吹爆十二时辰的制作，真担得上精良二字，一镜到底的镜头真的爱了爱了。易烊千玺与雷佳音飙戏也有看点，惊喜的是这是四字还未考入中戏之前的作品，在剧里的表现仍然可圈可点。
リカ,"Tōkyō, Japan",较差,2019-07-20,真的没看懂。
jackyili,,力荐,2019-07-19,我真的好喜欢里面刻画的每个小人物
